Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,ir2,sortino_ratio,start,end,sharpe_ratio_full,stdev_full,ir2_full,sortino_ratio_full,start_full,end_full,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,wf.day_clip_front,wf.day_clip_back,wf.day_clip,general.timeframe,general.performance.stat,general.curr.tf.min.int,general.data.wip.path,master\data-raw\data_test_20180101_20190630.csv,master\data-raw\data_test_20180101_20190930.csv,master\data-raw\data_unseen_20191001_20210920.csv,master\data-raw\train_300klines.csv,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\02_downsampled.rds,master\data-wip\03_precalculated.rds,master\data-wip\04_positions.rds,master\data-wip\05_pnl.rds,master\data-wip\06_wf_indexes.rds,master\data-wip\07_wf_metrics.rds,master\data-wip\0\60\02_downsampled.rds,master\data-wip\0\60\03_precalculated.rds,master\data-wip\0\60\04_positions.rds,master\data-wip\0\60\05_pnl.rds,master\data-wip\0\60\06_wf_indexes.rds,master\data-wip\0\60\07_wf_metrics.rds,master\data-wip\0\60\08_wf_best_params.rds,master\data-wip\1\10\01_converted_to_xts.rds,master\data-wip\1\10\02_downsampled.rds,master\data-wip\1\10\03_precalculated.rds,master\data-wip\1\10\04_positions.rds,master\data-wip\1\10\05_pnl.rds,master\data-wip\1\10\06_wf_indexes.rds,master\data-wip\1\10\07_wf_metrics.rds,master\data-wip\1\10\08_wf_best_params.rds,master\data-wip\1\15\02_downsampled.rds,master\data-wip\1\15\03_precalculated.rds,master\data-wip\1\15\04_positions.rds,master\data-wip\1\15\05_pnl.rds,master\data-wip\1\15\06_wf_indexes.rds,master\data-wip\1\15\07_wf_metrics.rds,master\data-wip\1\15\08_wf_best_params.rds,master\data-wip\1\1\02_downsampled.rds,master\data-wip\1\1\03_precalculated.rds,master\data-wip\1\1\04_positions.rds,master\data-wip\1\1\05_pnl.rds,master\data-wip\1\1\06_wf_indexes.rds,master\data-wip\1\1\07_wf_metrics.rds,master\data-wip\1\1\08_wf_best_params.rds,master\data-wip\1\20\02_downsampled.rds,master\data-wip\1\20\03_precalculated.rds,master\data-wip\1\20\04_positions.rds,master\data-wip\1\20\05_pnl.rds,master\data-wip\1\20\06_wf_indexes.rds,master\data-wip\1\20\07_wf_metrics.rds,master\data-wip\1\20\08_wf_best_params.rds,master\data-wip\1\2\01_converted_to_xts.rds,master\data-wip\1\2\02_downsampled.rds,master\data-wip\1\2\03_precalculated.rds,master\data-wip\1\2\04_positions.rds,master\data-wip\1\2\05_pnl.rds,master\data-wip\1\2\06_wf_indexes.rds,master\data-wip\1\2\07_wf_metrics.rds,master\data-wip\1\2\08_wf_best_params.rds,master\data-wip\1\30\02_downsampled.rds,master\data-wip\1\30\03_precalculated.rds,master\data-wip\1\30\04_positions.rds,master\data-wip\1\30\05_pnl.rds,master\data-wip\1\30\06_wf_indexes.rds,master\data-wip\1\30\07_wf_metrics.rds,master\data-wip\1\30\08_wf_best_params.rds,master\data-wip\1\3\02_downsampled.rds,master\data-wip\1\3\03_precalculated.rds,master\data-wip\1\3\04_positions.rds,master\data-wip\1\3\05_pnl.rds,master\data-wip\1\3\06_wf_indexes.rds,master\data-wip\1\3\07_wf_metrics.rds,master\data-wip\1\3\08_wf_best_params.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\data-wip\1\7\02_downsampled.rds,master\data-wip\1\7\03_precalculated.rds,master\data-wip\1\7\04_positions.rds,master\data-wip\1\7\05_pnl.rds,master\data-wip\1\7\06_wf_indexes.rds,master\data-wip\1\7\07_wf_metrics.rds,master\data-wip\1\7\08_wf_best_params.rds,master\data-wip\6\60\02_downsampled.rds,master\data-wip\6\60\03_precalculated.rds,master\data-wip\6\60\04_positions.rds,master\data-wip\6\60\05_pnl.rds,master\data-wip\6\60\06_wf_indexes.rds,master\data-wip\6\60\07_wf_metrics.rds,master\data-wip\6\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\01_convert_to_xts.r,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.R,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\09_wf_eval_test.r,master\rcode\logic\.r,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml 
myoid-razz,4e1573f,branch_commit,2023-09-30T10:55:36,,,!,!,!,!,!,!,!,!,!,!,!,!,1,5,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,3,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c6b83827fba420ffc771d3eb9158906,6e391f87139f95a3f1ebdebf00b204c4,9c4d5aa2cfba6dc5f336977399de4897,e4f8ef9fb24f3397c9e205c5a3bbd276,04952f2c71afd0c87d05faf33b75f734,7e603caed7f0e08671767c47770537c3,a1a1e839ebf4c49111241b2b957625d3,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
pursy-byes,8041c22,branch_commit,2023-09-30T10:55:20,,,!,!,!,!,!,!,!,!,!,!,!,!,1,1,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,3,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82376e9058a716b04bcbaea69c591b8f,d16b177364a71860c7b7c2c870343642,b87402d83af266b640da0988c966f13b,63b8f5c04bd003ad074836b1e38e0d9f,2b72cc8daa254a745b772af56fdaa501,bd845bb7ea874384a9e76bd6a761f04f,94af00d07fa07d3d68372e149e5fe716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
stoic-hips,81d85c7,branch_commit,2023-09-30T10:55:09,,,!,!,!,!,!,!,!,!,!,!,!,!,1,10,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,2,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,ac45596096649ddfc285e3898e139b90,4ba14704be4f682055e4b037b17b550f,c8334d613de86485ac0c0fd414b805f9,30a293dd56fc1f5fb5e9c9567ea88a7e,8a897562963bf0af24675cb9306e805b,7817c4479abbf6626b9aa99195c5c9ee,871aaa72ce2e22439a6efe78efa66d60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
sable-nark,a010867,branch_commit,2023-09-30T10:54:53,,,!,!,!,!,!,!,!,!,!,!,!,!,1,5,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,2,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c6b83827fba420ffc771d3eb9158906,6e391f87139f95a3f1ebdebf00b204c4,9c4d5aa2cfba6dc5f336977399de4897,e4f8ef9fb24f3397c9e205c5a3bbd276,a0a5c41094c047ad298e4c30be2dec16,22ceff607e4b92fbc5d4a90a220df99f,72a30fd38cde871080558b273c7f86a6,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
pawky-rugs,2a52007,branch_commit,2023-09-30T10:54:36,,,!,!,!,!,!,!,!,!,!,!,!,!,1,1,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,2,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82376e9058a716b04bcbaea69c591b8f,d16b177364a71860c7b7c2c870343642,b87402d83af266b640da0988c966f13b,63b8f5c04bd003ad074836b1e38e0d9f,315f77cd5f90bc5fa1280c7bdb90b5b7,870561b800815cbb39d79ede1fb1a186,c665fb7c616de859524676b48a51764d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
typed-gigs,da67a12,branch_commit,2023-09-30T10:54:27,,,!,!,!,!,!,!,!,!,!,!,!,!,1,10,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,1,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,ac45596096649ddfc285e3898e139b90,4ba14704be4f682055e4b037b17b550f,c8334d613de86485ac0c0fd414b805f9,30a293dd56fc1f5fb5e9c9567ea88a7e,3e982483ecedd81c7024ed6441cf641e,c389c0d81e24113d6313555d73c9d7fd,3d10fd59d11df04c145f68ed4a34f52e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
eager-airt,e5890b4,branch_commit,2023-09-30T10:54:11,,,!,!,!,!,!,!,!,!,!,!,!,!,1,5,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,1,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c6b83827fba420ffc771d3eb9158906,6e391f87139f95a3f1ebdebf00b204c4,9c4d5aa2cfba6dc5f336977399de4897,e4f8ef9fb24f3397c9e205c5a3bbd276,67cee61f19b251ac7c5e6345a32b75c4,1377b47805c9fa49a5d980bf7d368d35,d786dff181c743375a88052268f2efc8,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
newsy-loup,0284203,branch_commit,2023-09-30T10:53:52,,,!,!,!,!,!,!,!,!,!,!,!,!,1,1,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,1,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82376e9058a716b04bcbaea69c591b8f,d16b177364a71860c7b7c2c870343642,b87402d83af266b640da0988c966f13b,63b8f5c04bd003ad074836b1e38e0d9f,42863f697b57f877296f6bb25db5cc0f,8b278a42784c25c592c08295b76dd193,1b2b1e6508b686d81b8f653bab03ddb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
riven-weep,01bb4ee,branch_commit,2023-09-30T10:53:41,,,!,!,!,!,!,!,!,!,!,!,!,!,1,10,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,3,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,ac45596096649ddfc285e3898e139b90,4ba14704be4f682055e4b037b17b550f,c8334d613de86485ac0c0fd414b805f9,30a293dd56fc1f5fb5e9c9567ea88a7e,21b00ba6dbcc9b964382a5d7b7dd7932,2f6c1d48f915673c3929808b312ab1c7,38eb48ab22888b78549f8e25d7dc5960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
abuzz-jump,52e47be,branch_commit,2023-09-30T10:53:25,,,!,!,!,!,!,!,!,!,!,!,!,!,1,5,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,3,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c6b83827fba420ffc771d3eb9158906,6e391f87139f95a3f1ebdebf00b204c4,9c4d5aa2cfba6dc5f336977399de4897,e4f8ef9fb24f3397c9e205c5a3bbd276,2d1bb7f196408006779c5883c97aee21,ae28737704ebe6dbfd0bd0510de0d69c,77e05954dc4cb155cdc142aa715f2b2d,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
strip-foil,fccc484,branch_commit,2023-09-30T10:53:09,,,!,!,!,!,!,!,!,!,!,!,!,!,1,1,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,3,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82376e9058a716b04bcbaea69c591b8f,d16b177364a71860c7b7c2c870343642,b87402d83af266b640da0988c966f13b,63b8f5c04bd003ad074836b1e38e0d9f,9b411e364d4d18cf7e3a60bfe231e4d3,155f58687acebac923cced714e960609,1ca0c1e030ce1ad8829e3fffc390fa43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
angry-waws,76a1016,branch_commit,2023-09-30T10:52:58,,,!,!,!,!,!,!,!,!,!,!,!,!,1,10,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,2,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,ac45596096649ddfc285e3898e139b90,4ba14704be4f682055e4b037b17b550f,c8334d613de86485ac0c0fd414b805f9,30a293dd56fc1f5fb5e9c9567ea88a7e,e11d837963db43f6fa715c15c44ab407,c506a72df5ca2958690be047f1b60e50,53dfe8b4e2b83baf93e73c6da734cd9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
rusty-rime,842acbf,branch_commit,2023-09-30T10:52:42,,,!,!,!,!,!,!,!,!,!,!,!,!,1,5,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,2,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c6b83827fba420ffc771d3eb9158906,6e391f87139f95a3f1ebdebf00b204c4,9c4d5aa2cfba6dc5f336977399de4897,e4f8ef9fb24f3397c9e205c5a3bbd276,c9bce3366ebcc3049018449675fb987d,dc1548365bc54d500bfd104871428f5e,8ea0afd9c99b5552277151c9d69b351c,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
flown-prow,7f8d1d2,branch_commit,2023-09-30T10:52:25,,,!,!,!,!,!,!,!,!,!,!,!,!,1,1,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,2,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82376e9058a716b04bcbaea69c591b8f,d16b177364a71860c7b7c2c870343642,b87402d83af266b640da0988c966f13b,63b8f5c04bd003ad074836b1e38e0d9f,2805fa4626c8292f36471ff6c10f51c3,f84d2c4fe96da596bab497fd72d40ac1,73fabada3b669b4f26354466082d5d9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
shore-prow,6b023fb,branch_commit,2023-09-30T10:52:16,,,!,!,!,!,!,!,!,!,!,!,!,!,1,10,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,1,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,ac45596096649ddfc285e3898e139b90,4ba14704be4f682055e4b037b17b550f,c8334d613de86485ac0c0fd414b805f9,30a293dd56fc1f5fb5e9c9567ea88a7e,6c324516149a12cf394b27e3f3390af7,cdfdde63f148470110ffce95ec6aa01d,38c22fff894f98324734dad6b4e09702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
rural-name,734f51d,branch_commit,2023-09-30T10:51:59,,,!,!,!,!,!,!,!,!,!,!,!,!,1,5,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,1,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c6b83827fba420ffc771d3eb9158906,6e391f87139f95a3f1ebdebf00b204c4,9c4d5aa2cfba6dc5f336977399de4897,e4f8ef9fb24f3397c9e205c5a3bbd276,9ae8c2151133157b1989ee6c66148633,c00196365ec73ba478867d998d07cb7f,e788bc375d3e0246abaad85617ca5c51,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
chary-robe,c01b8d9,branch_commit,2023-09-30T10:51:41,,,!,!,!,!,!,!,!,!,!,!,!,!,1,1,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,4,1,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82376e9058a716b04bcbaea69c591b8f,d16b177364a71860c7b7c2c870343642,b87402d83af266b640da0988c966f13b,63b8f5c04bd003ad074836b1e38e0d9f,d4fd782dc749abd785bf11d9cb39be62,163d0282bb51dd0ef743a79992ab3706,dcde099eeaad74bf6b487c25dfd27ec1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
ample-iglu,50e2210,branch_commit,2023-09-30T10:51:31,,,!,!,!,!,!,!,!,!,!,!,!,!,1,10,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,3,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,ac45596096649ddfc285e3898e139b90,4ba14704be4f682055e4b037b17b550f,c8334d613de86485ac0c0fd414b805f9,30a293dd56fc1f5fb5e9c9567ea88a7e,faef25486f3abdb69c95c1fd0e3dfb10,596a439758be0f9ff09edb176d33799d,c5f863015c7a2c4600e115ba4b68ba48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
muted-mome,7082e86,branch_commit,2023-09-30T10:51:15,,,!,!,!,!,!,!,!,!,!,!,!,!,1,5,calc_sharpe,./master/data-wip,,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,3,,,,"[1, 10, 15]",,,,,,,91cd52d7e74357426ce1934693d3c49e,,2b46217cc891e09ef4cb0daa9e93805b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c6b83827fba420ffc771d3eb9158906,6e391f87139f95a3f1ebdebf00b204c4,9c4d5aa2cfba6dc5f336977399de4897,e4f8ef9fb24f3397c9e205c5a3bbd276,d2c6c00a1a4213c01ffc8ea233663390,5863f74d207946ca49e1a3c944961ca9,945ade8921e94c1747029ffc92d443f9,,,,,,,,,,,,,,,,,,,,,,85da00891c3defce761f3e72451ec99b,,,dee9fb2aace0c71b6795403763cf6ceb,,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,af27206ba729dde687d355368c4e118c,,,86760c04058974ecfdbed3cdd504f1a5,,,,4b520ae7eb8b1c2f6cec217d50b70a79,c8d1c328f00399577ab3b3629ec90249
